etrait.name	chr	start	stop
Bra033947	A02	10694835	10696182
Bra033948	A02	10686428	10687827
Bra033949	A02	10682225	10683864
Bra033950	A02	10668886	10669854
Bra033951	A02	10661270	10663117
Bra033952	A02	10649165	10650950
Bra033953	A02	10645875	10649015
Bra033954	A02	10641697	10644653
Bra033955	A02	10629846	10631989
Bra033956	A02	10623624	10628895
Bra033957	A02	10615045	10618890
Bra033958	A02	10599444	10609087
Bra033959	A02	10592081	10593714
Bra033960	A02	10591019	10592121
Bra033961	A02	10581773	10583255
Bra033962	A02	10578884	10579572
Bra033963	A02	10575339	10577336
Bra033964	A02	10569236	10571817
Bra033965	A02	10563344	10564765
Bra033966	A02	10559533	10561699
Bra033967	A02	10554252	10556908
Bra033968	A02	10551643	10553364
Bra033969	A02	10544512	10546416
Bra033970	A02	10540858	10541813
Bra033971	A02	10536613	10537481
Bra033972	A02	10535033	10535648
Bra033973	A02	10531029	10532519
Bra033974	A02	10522193	10525340
Bra033975	A02	10511428	10520099
Bra033976	A02	10509854	10511224
Bra033977	A02	10505062	10506208
Bra033978	A02	10487739	10491802
Bra033979	A02	10480919	10481709
Bra033980	A02	10473568	10475624
Bra033981	A02	10452962	10455352
Bra033982	A02	10446698	10447677
Bra033983	A02	10443953	10446058
Bra033984	A02	10434408	10436888
Bra033985	A02	10432694	10433595
Bra033986	A02	10424400	10426622
Bra033987	A02	10418077	10421791
Bra033988	A02	10411636	10415538
Bra033989	A02	10402229	10404023
Bra033990	A02	10393445	10396575
Bra033991	A02	10385212	10391846
Bra033992	A02	10376644	10381612
Bra033993	A02	10370949	10371774
Bra033994	A02	10366436	10370595
Bra033995	A02	10363043	10365565
Bra033996	A02	10357741	10359017
Bra033997	A02	10347994	10348799
Bra033998	A02	10342086	10345369
Bra033999	A02	10337351	10338929
Bra034000	A02	10333508	10335455
Bra034001	A02	10329258	10333293
Bra034002	A02	10324702	10325490
Bra034003	A02	10323405	10324339
Bra034004	A02	10316326	10318206
Bra034005	A02	10278827	10280161
Bra034006	A02	10267125	10270553
Bra034007	A02	10255221	10260068
Bra034008	A02	10246963	10248891
Bra034009	A02	10228612	10231577
Bra034010	A02	10223128	10224637
Bra034011	A02	10217279	10218787
Bra034012	A02	10211247	10216128
Bra034013	A02	10206320	10211085
Bra034014	A02	10200941	10203824
Bra034015	A02	10193221	10194465
Bra034016	A02	10189525	10190888
Bra034017	A02	10177250	10179717
Bra034018	A02	10174819	10176407
Bra034019	A02	10168520	10173378
Bra034020	A02	10133660	10156947
Bra034021_Bra034022	A02	10120562	10127331
Bra034023	A02	10119234	10119848
Bra034024	A02	10109333	10110475
Bra034025	A02	10103669	10105096
Bra034026	A02	10099453	10101583
Bra034027_Bra034028	A02	10093761	10098287
Bra034030	A02	10087548	10090989
Bra034031	A02	10079446	10089001
Bra034032	A02	10058061	10061768
Bra034033	A02	10048796	10050192
Bra034034	A02	10017772	10022052
Bra034035	A02	10017868	10018564
Bra034036	A02	10006973	10016778
Bra034037	A02	9994526	9998075
Bra034038	A02	9989489	9993878
Bra034039	A02	9985494	9988325
Bra034040	A02	9984262	9985451
Bra034041	A02	9962088	9982907
Bra034042	A02	9955671	9961113
Bra034043	A02	9953597	9956792
Bra034044	A01	27715597	27718169
Bra034045	A01	27711331	27712449
Bra034046	A01	27708612	27710650
Bra034047	A01	27702820	27704892
Bra034048	A01	27699574	27701127
Bra034049	A01	27697475	27697886
Bra034050	A01	27692672	27694953
Bra034051	A01	27690446	27692457
Bra034052	A01	27680266	27685458
Bra034053	A01	27679560	27679899
Bra034054	A01	27674871	27680098
Bra034055	A01	27671850	27674128
Bra034056	A01	27670163	27671746
Bra034057	A01	27667772	27669924
Bra034058	A01	27664429	27668623
Bra034059	A01	27655979	27657572
Bra034060	A01	27651751	27655308
Bra034061	A01	27638158	27641025
Bra034062	A01	27628886	27634326
Bra034063	A01	27622458	27623236
Bra034064	A01	27619460	27621604
Bra034065	A01	27615868	27617052
Bra034066	A01	27610396	27611651
Bra034067	A01	27601376	27603666
Bra034068	A01	27599084	27600981
Bra034069	A01	27595353	27598485
Bra034070	A01	27592247	27592907
Bra034071	A01	27589842	27590457
Bra034072	A01	27584167	27586098
Bra034073	A01	27578295	27582216
Bra034074	A01	27571672	27574898
Bra034075	A01	27568173	27570150
Bra034076	A01	27565659	27567625
Bra034077	A01	27563760	27565399
Bra034078	A01	27561303	27563581
Bra034079	A01	27556663	27561899
Bra034080	A01	27555309	27556544
Bra034081	A01	27552456	27554724
Bra034082	A01	27548665	27551693
Bra034083	A01	27546015	27548278
Bra034084	A01	27544793	27545883
Bra034085	A01	27540467	27542393
Bra034086	A01	27538921	27540413
Bra034087	A01	27531928	27534270
Bra034088	A01	27525116	27528053
Bra034089	A01	27521096	27524485
Bra034090	A01	27518217	27519761
Bra034091	A01	27508071	27511269
Bra034092	A01	27504532	27506937
Bra034093	A01	27502468	27503491
Bra034094	A01	27490487	27491784
Bra034095	A01	27477281	27478256
Bra034096	A01	27471199	27471513
Bra034097	A01	27465740	27466833
Bra034098	A01	27463949	27465238
Bra034099	A01	27461577	27462775
Bra034100	A01	27454082	27455550
Bra034101	A01	27448235	27451425
Bra034102	A01	27443028	27446909
Bra034103	A01	27440092	27442016
Bra034104	A01	27436392	27437980
Bra034105	A01	27430759	27433443
Bra034106	A01	27418941	27420987
Bra034107	A01	27415961	27418404
Bra034108	A01	27413974	27415468
Bra034109	A01	27409838	27413112
Bra034110	A01	27397430	27409128
Bra034111	A01	27394521	27396007
Bra034112	A01	27391875	27393021
Bra034113	A01	27389251	27390596
Bra034114	A01	27383201	27385945
Bra034115	A01	27382447	27382744
Bra034116	A01	27376540	27377377
Bra034117	A01	27371917	27372694
Bra034118_Bra034119	A01	27364750	27367346
Bra034120	A01	27361388	27364047
Bra034121	A01	27356702	27360179
Bra034122	A01	27354857	27356584
Bra034123	A01	27352335	27353133
Bra034124	A01	27333871	27336592
Bra034125	A01	27327219	27330034
Bra034126	A01	27321825	27327013
Bra034127	A01	27318713	27319755
Bra034128	A01	27314300	27318185
Bra034129	A01	27310880	27313511
Bra034130	A01	27304178	27305206
Bra034131	A01	27302872	27303834
Bra034132	A01	27298836	27301325
Bra034133	A01	27293024	27296598
Bra034134	A01	27282203	27283427
Bra034135	A01	27274997	27276737
Bra034136	A01	27268724	27272838
Bra034137	A01	27264555	27266535
Bra034138	A01	27261147	27261681
Bra034139	A01	27257580	27260208
Bra034140	A01	27253631	27256702
Bra034141	A01	27247874	27252436
Bra034142	A01	27244868	27245431
Bra034143	A01	27242300	27243651
Bra034144	A01	27239835	27241669
Bra034145	A01	27237002	27238893
Bra034146	A01	27234707	27235764
Bra034147	A01	27230850	27233294
Bra034148	A01	27228405	27233294
Bra034149	A01	27227232	27227666
Bra034150	A01	27225039	27226360
Bra034151	A01	27202072	27204270
Bra034152	A01	27199079	27200312
Bra034153	A01	27194970	27196644
Bra034154	A01	27193091	27194589
Bra034155	A01	27191339	27191938
Bra034156	A01	27181622	27186781
Bra034157	A01	27167150	27168010
Bra034158	A01	27157905	27160018
Bra034159	A01	27155964	27157279
Bra034160	A01	27132589	27155446
Bra034161	A01	27146563	27149131
Bra034162	A01	27144803	27145854
Bra034163	A01	27135787	27137636
Bra034164	A01	27125619	27133998
Bra034165	A01	27122659	27124350
Bra034166	A01	27113554	27122406
Bra034167	A01	27109850	27111892
Bra034168	A01	27100301	27102756
Bra034169	A01	27096427	27098964
Bra034170	A01	27093428	27095707
Bra034171	A01	27088789	27090425
Bra034172	A01	27084005	27088177
Bra034173	A01	27079929	27081510
Bra034174	A01	27075690	27078335
Bra034175	A01	27070330	27073497
Bra034176_Bra034177	A01	27066543	27068778
Bra034178	A01	27059439	27062059
Bra034179	A01	27057224	27058885
Bra034180	A01	27052555	27054972
Bra034181_Bra034182	A01	27047475	27049204
Bra034183	A01	27042402	27047464
Bra034184	A01	27038636	27041229
Bra034185	A01	27036109	27038655
Bra034186	A01	27032904	27035671
Bra034187	A01	27031618	27032789
Bra034188	A01	27028403	27032302
Bra034189	A01	27024310	27026971
Bra034190	A01	27023550	27024772
Bra034191	A01	27019228	27022261
Bra034192	A01	27014247	27018437
Bra034193	A01	27008427	27010350
Bra034194	A01	27003369	27008131
Bra034195	A01	26999953	27001165
Bra034196	A01	26996473	26999708
Bra034197	A01	26992720	26996010
Bra034198	A01	26990433	26991850
Bra034199	A01	26988631	26989229
Bra034200	A01	26983109	26985079
Bra034201	A01	26967337	26969183
Bra034202	A01	26964654	26966367
Bra034203	A01	26961901	26963945
Bra034204	A01	26951112	26955275
Bra034205	A01	26944775	26947930
Bra034206	A01	26939142	26942874
Bra034207	A01	26928610	26930992
Bra034208	A01	26920255	26924548
Bra034209	A01	26916901	26919362
Bra034210	A01	26913473	26916007
Bra034211	A01	26910413	26913124
Bra034212	A01	26907933	26909373
Bra034213	A01	26902215	26902597
Bra034214	A01	26898382	26900331
Bra034215	A01	26895311	26896838
Bra034216	A01	26883101	26887378
Bra034217	A01	26880041	26880740
Bra034218	A01	26872012	26877637
Bra034219	A01	26866435	26871020
Bra034220	A01	26862896	26864345
Bra034221	A01	26860710	26861691
Bra034222	A01	26855904	26856682
Bra034223	A01	26855017	26855710
Bra034224	A01	26846559	26854525
Bra034225	A01	26845464	26847014
Bra034226	A01	26844009	26844947
Bra034227	A01	26841812	26843388
Bra034228	A01	26839767	26840854
Bra034229	A01	26837397	26838359
Bra034230	A01	26828921	26829874
Bra034231	A01	26826720	26827678
Bra034232	A01	26824625	26826141
Bra034233	A01	26822911	26824312
Bra034234	A01	26817363	26820396
Bra034235	A01	26812016	26813901
Bra034236	A01	26807342	26811020
Bra034237	A01	26803860	26807135
Bra034238	A01	26798185	26798723
Bra034239	A01	26792551	26794116
Bra034240	A01	26788275	26792371
Bra034241	A01	26783337	26786277
Bra034242	A01	26779237	26782265
Bra034243	A01	26774537	26777914
Bra034244	A01	26772499	26774354
Bra034245	A01	26761304	26767612
Bra034246	A01	26759549	26762243
Bra034247	A01	26748536	26751075
Bra034248	A01	26726897	26728944
Bra034249	A04	11388529	11389700
Bra034250	A04	11395635	11396341
Bra034251	A04	11399751	11406240
Bra034252	A04	11411021	11414083
Bra034253	A04	11420106	11424133
Bra034254	A04	11424434	11427688
Bra034255	A04	11432184	11432919
Bra034256	A04	11445068	11446547
Bra034257	A04	11448809	11452269
Bra034258	A04	11453706	11456336
Bra034259	A04	11466085	11466682
Bra034260	A04	11478844	11480007
Bra034261	A04	11487533	11488942
Bra034262	A04	11493447	11494587
Bra034263	A04	11495130	11496641
Bra034264	A04	11497311	11498134
Bra034265	A04	11498735	11502121
Bra034266	A04	11502529	11504800
Bra034267	A04	11505047	11514576
Bra034268	A04	11531247	11532190
Bra034269	A04	11536125	11539056
Bra034270	A04	11539246	11547243
Bra034271	A04	11556014	11560388
Bra034272	A04	11557474	11560264
Bra034273	A04	11563238	11564226
Bra034274	A04	11572100	11574156
Bra034275	A04	11574791	11577245
Bra034276	A04	11578388	11583312
Bra034277	A04	11591103	11594015
Bra034278	A04	11594575	11597542
Bra034279	A04	11599050	11602447
Bra034280	A04	11603144	11603959
Bra034281	A04	11606076	11608922
Bra034282	A04	11615153	11615674
Bra034283	A04	11631633	11634092
Bra034284	A04	11635530	11639039
Bra034285	A04	11639654	11642541
Bra034286	A04	11647153	11647612
Bra034287	A04	11651082	11653121
Bra034288	A04	11658113	11662069
Bra034289	A04	11674717	11677098
Bra034290	A04	11686357	11687650
Bra034291	A04	11691382	11692744
Bra034292	A04	11693790	11694964
Bra034293	A04	11703164	11706837
Bra034294	A04	11707654	11709688
Bra034295	A04	11711979	11714450
Bra034296	A04	11718933	11721927
Bra034297	A04	11722529	11725375
Bra034298	A04	11728143	11730476
Bra034299	A04	11741665	11744901
Bra034300	A04	11744934	11746495
Bra034301	A04	11759584	11760284
Bra034302	A04	11761158	11763951
Bra034303	A04	11772713	11783267
Bra034304	A04	11788561	11791156
Bra034305	A04	11791113	11794274
Bra034306_Bra034307	A04	11802828	11811269
Bra034308	A04	11811532	11814691
Bra034309	A04	11816379	11818881
Bra034310	A04	11820941	11822291
Bra034311	A04	11825351	11828874
Bra034312	A04	11832533	11835192
Bra034313	A04	11840912	11843661
Bra034314	A04	11848567	11855311
Bra034315	A04	11855574	11858538
Bra034316	A04	11859617	11861449
Bra034317	A04	11862532	11863310
Bra034318	A04	11864909	11870890
Bra034319	A04	11872908	11875546
Bra034320	A04	11877853	11879799
Bra034321	A04	11880498	11884060
Bra034322	A04	11885800	11889374
Bra034323	A04	11890392	11891413
Bra034324	A04	11891817	11892240
Bra034325	A04	11895874	11901858
Bra034326	A04	11913418	11915494
Bra034327	A04	11915938	11919689
Bra034328	A04	11920261	11928343
Bra034329	A04	11934691	11935554
Bra034330	A04	11936078	11937751
Bra034331	A04	11943676	11946512
Bra034332	A04	11947215	11953914
Bra034333	A04	11955646	11958340
Bra034334	A04	11960162	11961708
Bra034335	A04	11962373	11965758
Bra034336	A04	11971105	11971456
Bra034337	A04	11980213	11981771
Bra034338	A04	11994196	11997882
Bra034339	A04	12005273	12008572
Bra034340	A04	12013227	12013841
Bra034341	A04	12026992	12028010
Bra034342	A04	12028312	12029191
Bra034343	A04	12029844	12031294
Bra034344	A04	12032780	12035023
Bra034345	A04	12035454	12036635
Bra034346	A04	12038244	12041053
Bra034347	A04	12041801	12042074
Bra034348	A04	12046398	12049648
Bra034349	A04	12050657	12052196
Bra034350	A04	12062186	12064654
Bra034351	A04	12069607	12069862
Bra034352	A04	12073212	12076208
Bra034353	A04	12076599	12078318
Bra034354	A04	12079055	12083161
Bra034355	A04	12083644	12084875
Bra034356	A04	12086570	12091756
Bra034357	A04	12121031	12123110
Bra034358	A04	12123689	12125928
Bra034359	A04	12126686	12127043
Bra034360	A04	12127698	12129968
Bra034361	A04	12130620	12132774
Bra034362	A04	12142121	12144483
Bra034363	A04	12156138	12157830
Bra034364	A04	12157422	12159335
Bra034365	A04	12162316	12163078
Bra034366	A04	12163792	12167342
Bra034367	A04	12171607	12173427
Bra034368	A04	12176753	12178319
Bra034369	A04	12178879	12179264
Bra034370	A04	12179527	12185813
Bra034371	A04	12180706	12184416
Bra034372	A04	12188462	12190260
Bra034373	A04	12194680	12196396
Bra034374	A04	12197536	12199915
Bra034375_Bra034376	A04	12202115	12209671
Bra034377	A04	12209461	12214442
Bra034378	A04	12219655	12221776
Bra034379	A04	12224993	12226387
Bra034380	A04	12228656	12229524
Bra034381	A04	12229899	12236315
Bra034382	A04	12239432	12248121
Bra034383	A04	12258051	12260807
Bra034384	A04	12261799	12262407
Bra034385	A04	12263118	12272343
Bra034386	A04	12272740	12275503
Bra034387	A04	12278078	12279773
Bra034388	A04	12281681	12283640
Bra034389	A04	12283951	12286422
Bra034390	A04	12289825	12292035
Bra034391	A04	12293037	12293835
Bra034392	A04	12302435	12304352
Bra034393	A04	12305118	12307940
Bra034394	A04	12314554	12316109
Bra034395	A04	12321496	12324655
Bra034396	A04	12328128	12329434
Bra034397	A04	12336206	12337469
Bra034398	A04	12339332	12340640
Bra034399	A04	12366157	12371781
Bra034400	A05	13336568	13338012
Bra034401	A05	13454457	13456405
Bra034402	A05	13458550	13460333
Bra034403	A05	13468343	13473086
Bra034404	A05	13483812	13487602
Bra034405	A05	13518801	13525750
Bra034406	A05	13528137	13539906
Bra034407	A05	13550015	13552545
Bra034408	A05	13563493	13566155
Bra034409	A05	13582698	13586815
Bra034410	A05	13590462	13594037
Bra034411	A05	13631325	13631954
Bra034412	A05	13632209	13632602
Bra034413	A05	13660206	13663175
Bra034414	A05	13677085	13677527
Bra034415	A05	13678280	13679107
Bra034416	A05	13684645	13691336
Bra034417	A05	13712766	13717514
Bra034418	A05	13726079	13731979
Bra034419	A05	13753021	13754474
Bra034420	A05	13757113	13760019
Bra034421	A05	13760290	13761945
Bra034422	A05	13766817	13767582
Bra034423	A05	13769308	13770173
Bra034424	A05	13787650	13788726
Bra034425	A05	13811603	13814091
Bra034426	A05	13822100	13825883
Bra034427	A05	13845606	13846590
Bra034428	A05	13848205	13852212
Bra034429	A05	13887974	13889560
Bra034430	A05	13897441	13899036
Bra034431	A05	13902472	13904037
Bra034432	A05	13905243	13907364
Bra034433	A05	13926964	13928173
Bra034434	A05	13954490	13956635
Bra034435	A05	13976856	13977338
Bra034436	A05	13983751	13986616
Bra034437	A05	13990773	13991683
Bra034438	A05	13996206	14007962
Bra034439	A05	14018309	14021195
Bra034440	A05	14025079	14026907
Bra034441	A05	14039819	14043459
Bra034442	A05	14047965	14048698
Bra034443	A05	14065326	14067334
Bra034444	A05	14078822	14081361
Bra034445	A05	14089073	14098080
Bra034446	A05	14104235	14108221
Bra034447	A05	14113736	14115800
Bra034448	A05	14115549	14117072
Bra034449	A05	14126852	14127179
Bra034450	A05	14129855	14133300
Bra034451	A05	14138226	14141360
Bra034452	A05	14145964	14147236
Bra034453	A05	14155765	14156013
Bra034454	A05	14159493	14162761
Bra034455	A05	14199064	14199430
Bra034456	A05	14202551	14203384
Bra034457	A05	14211819	14214966
Bra034458	A05	14236826	14238914
Bra034459	A05	14239192	14241061
Bra034460	A05	14247203	14248660
Bra034461	Scaffold000096	219	2756
Bra034462	Scaffold000096	5531	6357
Bra034463	Scaffold000096	12270	15568
Bra034464	Scaffold000096	23559	25125
Bra034465	Scaffold000096	28092	30204
Bra034466	Scaffold000096	53907	56024
Bra034467	Scaffold000096	57442	73818
Bra034468	Scaffold000096	61051	62077
Bra034469	Scaffold000096	99202	100090
Bra034470	Scaffold000096	115745	116511
Bra034471	Scaffold000096	145541	148746
Bra034472	Scaffold000096	151640	154466
Bra034473	Scaffold000096	162796	163588
Bra034474	Scaffold000096	163959	164616
Bra034475	Scaffold000096	175729	176991
Bra034476	Scaffold000096	188597	189034
Bra034477	Scaffold000096	199023	201865
Bra034478	Scaffold000096	207370	210535
Bra034479	Scaffold000096	212432	213244
Bra034480	Scaffold000096	214037	214353
Bra034481	Scaffold000096	215300	226834
Bra034482	Scaffold000096	241927	244473
Bra034483	Scaffold000096	247651	249236
Bra034484	Scaffold000096	263549	273859
Bra034485	Scaffold000096	294536	296329
Bra034486	Scaffold000096	313064	314078
Bra034487	Scaffold000096	340431	342990
Bra034488	Scaffold000096	356937	358237
Bra034489	Scaffold000096	360819	363850
Bra034490	Scaffold000096	368417	368961
Bra034491	Scaffold000096	369449	371430
Bra034492	Scaffold000096	371981	373657
Bra034493	Scaffold000096	386085	387831
Bra034494	Scaffold000096	392562	396997
Bra034495	Scaffold000096	412190	416552
Bra034496	Scaffold000096	417978	421722
Bra034497	Scaffold000096	454141	457727
Bra034498	Scaffold000096	466697	469579
Bra034499	Scaffold000096	482991	483840
Bra034500	Scaffold000096	511644	515110
Bra034501	Scaffold000096	515607	517584
Bra034502	Scaffold000096	531124	535234
Bra034503	Scaffold000096	549746	554269
Bra034504	Scaffold000096	586127	588402
Bra034505	Scaffold000096	588703	590241
Bra034506	Scaffold000096	602467	605504
Bra034507	Scaffold000096	610831	611143
Bra034508	Scaffold000096	618154	618787
Bra034510	Scaffold000096	629483	630921
Bra034511	Scaffold000096	633867	635283
Bra034512	Scaffold000096	637769	642722
Bra034513	Scaffold000096	655903	658679
Bra034514	Scaffold000096	676826	677339
Bra034515	Scaffold000096	680913	684917
Bra034516	Scaffold000096	702730	704844
Bra034517	Scaffold000096	752109	752328
Bra034518	Scaffold000096	760017	764464
Bra034519	Scaffold000096	816319	817194
Bra034520	Scaffold000096	828166	830157
Bra034521	Scaffold000096	832314	837459
Bra034522	Scaffold000096	837983	843733
Bra034523	Scaffold000096	847733	852219
Bra034524	Scaffold000096	852447	852825
Bra034525	Scaffold000096	859999	863213
Bra034526	Scaffold000096	885237	885589
Bra034527	Scaffold000096	913782	914898
Bra034528	Scaffold000096	915985	916674
Bra034529	Scaffold000096	930145	932341
Bra034530	A08	13018262	13021209
Bra034531	A08	13011964	13017911
Bra034532	A08	13010627	13013252
Bra034533	A08	13005846	13009614
Bra034534	A08	12997100	13000012
Bra034535	A08	12984108	12985398
Bra034536	A08	12966223	12968112
Bra034537	A08	12963124	12964303
Bra034538	A08	12950917	12951540
Bra034539	A08	12941567	12948254
Bra034540	A08	12926791	12932831
Bra034541	A08	12922998	12924824
Bra034542	A08	12919864	12922114
Bra034543	A08	12910942	12912780
Bra034544	A08	12909717	12910719
Bra034545	A08	12902787	12904581
Bra034546	A08	12890372	12893758
Bra034547	A08	12884472	12888906
Bra034548	A08	12882470	12883275
Bra034549	A08	12877748	12882194
Bra034550	A08	12877868	12880823
Bra034551	A08	12872519	12877531
Bra034552	A08	12864768	12869467
Bra034553	A08	12854759	12862891
Bra034554	A08	12853014	12854448
Bra034555	A08	12849911	12851423
Bra034556	A08	12841409	12845092
Bra034557	A08	12840115	12840969
Bra034558	A08	12832515	12836265
Bra034559	A08	12825472	12829778
Bra034560	A08	12822143	12824953
Bra034561	A08	12811335	12813250
Bra034562	A08	12806351	12810031
Bra034563	A08	12805103	12805896
Bra034565	A08	12800945	12802123
Bra034566	A08	12795332	12796964
Bra034567	A08	12794339	12794909
Bra034568	A08	12792627	12793484
Bra034569	A08	12789978	12791213
Bra034570	A08	12788251	12789295
Bra034571	A08	12777961	12782554
Bra034572	A08	12774499	12775561
Bra034573	A08	12766517	12770714
Bra034574	A08	12759560	12761216
Bra034575	A08	12757515	12759007
Bra034576	A08	12756012	12756700
Bra034577	A08	12754065	12754594
Bra034578	A08	12749213	12753191
Bra034579	A08	12743155	12748744
Bra034580	A08	12738227	12743514
Bra034581	A08	12735199	12735709
Bra034582	A08	12726344	12732290
Bra034583	A08	12710566	12719173
Bra034584	A08	12701018	12704032
Bra034585	A08	12693638	12696505
Bra034586	A08	12689355	12692244
Bra034587	A08	12669232	12671008
Bra034588	A08	12655593	12655971
Bra034589	A08	12648368	12650386
Bra034590	A08	12645821	12646827
Bra034591	A08	12643203	12645525
Bra034592	A08	12638119	12640059
Bra034593	A08	12621038	12624896
Bra034594	A08	12613981	12616071
Bra034595	A08	12610985	12612958
Bra034596	A08	12609271	12609979
Bra034597	A08	12604731	12607644
Bra034598	A08	12600431	12601896
Bra034599	A08	12596321	12599857
Bra034600	A08	12592885	12594555
Bra034601	A08	12590036	12591000
Bra034602	A08	12580706	12583880
Bra034603	A08	12576447	12579808
Bra034604	A08	12575494	12575974
Bra034605	A08	12573238	12574775
Bra034606	A08	12567578	12568205
Bra034607	A08	12557415	12559341
Bra034608_Bra034609	A08	12553003	12559414
Bra034610	A08	12549834	12552063
Bra034611	A08	12539202	12541727
Bra034612	A08	12536754	12538412
Bra034613	A08	12523013	12525914
Bra034614	A08	12519799	12520857
Bra034615	A08	12518608	12519124
Bra034616	A08	12515896	12518280
Bra034617	A08	12504251	12504892
Bra034618	A08	12502723	12503682
Bra034619	A08	12483159	12485826
Bra034620	A08	12475671	12478269
Bra034621	A08	12466545	12467991
Bra034622	A08	12458322	12459792
Bra034623	A08	12452996	12456787
Bra034624	A08	12441838	12443006
Bra034625	A08	12437905	12438286
Bra034626	A08	12426059	12427704
Bra034627	A08	12409351	12414489
Bra034628	A08	12406839	12408994
Bra034629	A08	12403734	12406588
Bra034630	A08	12401439	12401703
Bra034631	A08	12381248	12384097
Bra034632	A08	12378872	12379669
Bra034633	A08	12373632	12373897
Bra034634	A08	12370752	12372177
Bra034635	A08	12367331	12369033
Bra034636	A08	12360754	12362307
Bra034637	A08	12352027	12355220
Bra034638	A08	12346077	12350122
Bra034639	A08	12339281	12340647
Bra034640	A08	12331577	12333078
Bra034641	A08	12326272	12329369
Bra034642	A08	12323637	12326292
Bra034643	A08	12320584	12322301
Bra034644	A08	12315807	12317271
Bra034645	A08	12313008	12314634
Bra034646	A08	12310629	12311532
Bra034647	A08	12309291	12310185
Bra034648	A08	12304915	12308194
Bra034649	A08	12296998	12298548
Bra034650	A08	12282042	12282324
Bra034651	A08	12277524	12278511
Bra034652	A08	12262490	12263466
Bra034653	A08	12254061	12254828
Bra034654	A08	12253483	12253967
Bra034655	A08	12247525	12248305
Bra034656	A08	12245225	12246629
Bra034657	A08	12238394	12240116
Bra034658	A08	12236720	12238060
Bra034659	A08	12234365	12237782
Bra034660	A08	12228389	12230111
Bra034661	A08	12224335	12228146
Bra034662	A08	12216901	12222371
Bra034663	A08	12217087	12218044
Bra034664	A08	12208260	12209995
Bra034665	A08	12205176	12207242
Bra034666	A08	12201672	12204445
Bra034667	A08	12195180	12196601
Bra034668	A08	12192558	12193462
Bra034669	A08	12189863	12190781
Bra034670	A08	12187812	12188507
Bra034671	A08	12172667	12178345
Bra034672	A08	12158262	12159675
Bra034673	A08	12153268	12153721
Bra034674	A08	12144928	12147525
Bra034675	A08	12131694	12133661
Bra034676	A08	12123069	12125028
Bra034677	A08	12101002	12109502
Bra034678	A08	12091137	12097613
Bra034679	A05	20929359	20931975
Bra034680	A05	20934571	20936547
Bra034681	A05	20936240	20940941
Bra034682	A05	20962902	20964402
Bra034683	A05	20967974	20970329
Bra034684	A05	20981851	20982122
Bra034685	A05	20985235	20986071
Bra034686	A05	20989266	20990522
Bra034687	A05	20991073	20993477
Bra034688	A05	20994159	20995216
Bra034689	A05	20995968	20998875
Bra034690	A05	20999555	21002866
Bra034691	A05	21007036	21008003
Bra034692	A05	21009533	21015849
Bra034693	A05	21017652	21022898
Bra034694	A05	21024651	21025246
Bra034695	A05	21026666	21027237
Bra034696	A05	21030001	21032391
Bra034697	A05	21033870	21037344
Bra034698	A05	21039191	21040981
Bra034699	A05	21041197	21042620
Bra034700	A05	21044063	21044620
Bra034701	A05	21044875	21046470
Bra034702	A05	21048305	21049024
Bra034703	A05	21052557	21053376
Bra034704	A05	21054732	21056152
Bra034705	A05	21058708	21060338
Bra034706	A05	21060648	21066915
Bra034707	A05	21069437	21071673
Bra034708	A05	21078577	21083115
Bra034709	A05	21083550	21086544
Bra034710	A05	21087897	21091436
Bra034711	A05	21092636	21096012
Bra034712	A05	21097740	21100219
Bra034713	A05	21103872	21106089
Bra034714	A05	21107347	21108930
Bra034715	A05	21113396	21117415
Bra034716	A05	21116156	21117364
Bra034717	A05	21118465	21119547
Bra034718	A05	21124980	21126395
Bra034719	A05	21132960	21134358
Bra034720	A05	21144732	21146341
Bra034721	A05	21151665	21152965
Bra034722	A05	21160554	21161369
Bra034723	A05	21161867	21162652
Bra034724	A05	21162886	21166010
Bra034725	A05	21176215	21176955
Bra034726	A05	21178712	21179415
Bra034727	A05	21181881	21190043
Bra034728	A05	21191429	21193117
Bra034729_Bra034731	A05	21193453	21200687
Bra034730	A05	21199093	21199824
Bra034732	A05	21200875	21202141
Bra034733	A05	21202802	21205512
Bra034734	A05	21202929	21207363
Bra034735	A05	21209859	21210959
Bra034736	A05	21211347	21213014
Bra034737	A05	21214684	21216020
Bra034738	A05	21218807	21220049
Bra034739	A05	21221253	21223173
Bra034740	A05	21223884	21224350
Bra034741	A05	21228627	21230706
Bra034742	A05	21232083	21234179
Bra034743	A05	21241775	21244054
Bra034744	A05	21244835	21248948
Bra034745	A05	21249186	21254046
Bra034746	A05	21255472	21256745
Bra034747	A05	21257537	21257960
Bra034748	A05	21261987	21263416
Bra034749	A05	21263768	21265980
Bra034750	A05	21266802	21268303
Bra034751	A05	21270892	21274173
Bra034752	A05	21274837	21277759
Bra034753	A05	21281204	21284299
Bra034754	A05	21285861	21291250
Bra034755	A05	21291716	21293251
Bra034756	A05	21292721	21295793
Bra034757	A05	21295955	21297551
Bra034758	A05	21297712	21300999
Bra034759	A05	21301474	21302394
Bra034760	A05	21302797	21306116
Bra034761	A05	21310042	21310928
Bra034762	A05	21311592	21313203
Bra034763	A05	21314476	21316430
Bra034764	A05	21316742	21322247
Bra034765	A05	21325493	21328194
